##########################################################################################################################################################
# msr/original/MSRvid.train.txt - 750
##########################################################################################################################################################
A dog is chasing the tail of an animal in the grass	A dog, which is small, is chasing a large brown cow	y	3.7
A dog is chasing the tail of an animal in the grass	A small dog is chasing a large brown cow	y	3.8
The small child is walking through the water and is being guided by another person	The small child is wading through the water and is being guided by another person	y	4.6
A young child is splashing in the water	The young child is splashing in the water	y	4.9
The young child is splashing in the water	The small child is wading through the water and is being guided by another person	y	3.9
The small child is wading through the water and is being guided by another person	There is no young child splashing in the water	y	3.1
A young child is splashing in the water	The small child is not wading through the water and is not being guided by another person	y	2.9
A woman is ignoring a man	A woman is looking curiously at a man	y	3
A man and a woman are outside and are wearing light colored shirts	A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background	y	3
A woman is looking curiously at a man	A man and a woman are in a room painted beige, wearing dark colored shirts and a monitor is in the background	n	2.3
The little dog is dropping the bedroom slipper from its mouth	The little dog is grabbing the bedroom slipper with its mouth	y	3.6
A brown dog is staring attentively at a brown and white dog	There is no brown dog staring attentively at a brown and white dog	y	3.6
A brown dog is looking closely at a brown and white dog	The little dog is grabbing the bedroom slipper with its mouth	n	2.1
There is no brown dog staring attentively at a brown and white dog	The little dog is grabbing the bedroom slipper with its mouth	n	2.2
The little dog is grabbing the bedroom slipper with its mouth	A brown dog is staring attentively at a brown and white dog	n	1.7
The man is performing a large jump	A large jump is being performed by a man	y	4.9
The man is performing a large jump	The man is not performing a large jump	y	3.3
A person in a blue jacket is jumping off of a tall cement wall	A person in a blue jacket is jumping onto a tall cement wall	y	4.1
A person is cementing a jacket in a blue tall wall and jumping	A person in a blue jacket is jumping off of a tall cement wall	y	2.8
The man is performing a large jump	A person in a blue jacket is jumping onto a tall cement wall	y	3.1
A person is cementing a jacket in a blue tall wall and jumping	The man is performing a large jump	y	2.6
A person in a blue jacket is jumping off of a tall cement wall	A large jump is being performed by a man	y	4
A person in a blue jacket is jumping off of a tall cement wall	The man is performing a large jump	y	3.4
A woman in jeans is sitting on the saddle of a horse	The woman in jeans is sitting on the saddle of a horse	y	4.9
A person wearing jeans is sitting happily on the top of a horse saddle	A person wearing jeans is sitting on top of a horse saddle	y	4.6
A woman in jeans is sitting on the saddle of a horse	There is no person wearing jeans sitting on top of a horse saddle	y	3.9
A person wearing jeans is sitting on top of a horse saddle	A woman in jeans is standing near a horse with a saddle	y	3.9
The brown dogs are playfully fighting on the sandy shore	A brown dog and a red dog are frolicking on the beach	y	3.6
The brown dogs are playfully fighting on the sandy beach	The brown dog and the red dog are frolicking on the beach	y	3.7
The brown dogs are playfully fighting on the sandy beach	A brown dog and a red dog are sitting sadly on the beach	y	3.4
A brown dog and a red dog are frolicking on the beach	The brown dogs are playfully fighting on the sandy beach	y	3.6
A man is standing beside a birdcage which is large and colorful	A man is standing beside a large and colorful birdcage	y	4.8
There is no man standing beside a large and colorful birdcage	The man is standing next to a bird cage	y	3
A man is standing beside a large and colorful birdcage	The man is standing next to a bird cage	y	4.2
A brown and black dog is running through the leaves	A brown and black dog is resting in the leaves	y	3.5
A brown and black dog is running through the leaves	A dog in a colored coat is running swiftly across the yard	y	3.4
One brown and black dog is running through the leaves	A dog in a colored coat is running across the yard	n	2.5
A dog in a colored coat is running across the yard	A brown and black dog is resting in the leaves	y	3.1
A dog in a colored coat is running across the yard	A brown and black dog is running through the leaves	y	3
A brown and white dog is holding a baseball in its mouth	A dog, which has a brown and white coat, is holding a baseball in its mouth	y	4.9
A brown and white dog is putting the baseball in its mouth down	A brown and white dog is holding a baseball in its mouth	y	4.2
A black and white dog is holding a baseball in its mouth	A baseball is being held in its mouth by a black and white dog	y	4.8
A brown and white dog is holding a baseball in its mouth	A baseball is being held in its mouth by a black and white dog	y	3.9
A black and white dog is holding a baseball in its mouth	A brown and white dog is putting the baseball in its mouth down	y	3.1
A boy wearing red shorts is jumping into a paddling pool	There is no boy wearing red shorts jumping into a paddling pool	y	3.3
A boy, who looks young and is wearing a red swimsuit, is jumping into a blue kiddies pool	A young boy wearing a red swimsuit is jumping into a blue kiddies pool	y	4.8
A young boy wearing a red swimsuit is jumping into a blue kiddies pool	A young boy wearing a red swimsuit is jumping out of a blue kiddies pool	y	3.8
A young boy wearing a red swimsuit is jumping into a blue kiddies pool	A kid wearing red shorts is jumping into a paddling pool	y	4.3
There is no boy wearing red shorts jumping into a paddling pool	A young boy wearing a red swimsuit is jumping into a blue kiddies pool	n	2.2
A group of dogs are racing furiously and have muzzles on the noses	A group of dogs are racing and have muzzles on their noses	y	4.7
A group of racing dogs are nosing a muzzle	A group of dogs are racing and have muzzles on their noses	y	3.6
There is no group of racing dogs wearing striped uniforms and running down a track	A group of dogs are racing and have muzzles on their noses	y	3.4
A group of racing dogs is wearing striped uniforms and is running down a track	A group of dogs are racing furiously and have muzzles on the noses	y	3.8
A group of dogs are resting without muzzles	A group of racing dogs is wearing striped uniforms and is running down a track	y	2.8
A group of racing dogs are nosing a muzzle	A group of racing dogs is wearing striped uniforms and is running down a track	y	3.2
A group of racing dogs is wearing striped uniforms and is running down a track	A group of dogs are racing and have muzzles on their noses	y	3.9
Two people are wading through the water	A couple or people are wading through the water	y	4.8
Nobody is standing in the ocean and watching the sunset	Two people are wading through the water	y	3.1
Two people are standing in the ocean and watching the sunset	A couple or people are wading through the water	y	3.8
Two people are standing in the ocean and watching the sunset	Two people are wading through the water	y	3.2
A race car driver is standing up and pointing his hand at the sky	A person in a blue jacket is wearing a colorful helmet	n	2.5
A boy and a girl are naked	A boy and a girl in swimsuits are wearing arm floats	y	2.6
The boy and the girl are cheerfully playing and wearing arm floats	The boy and the girl are playing and wearing arm floats	y	4.6
The boy and the girl are cheerfully playing and wearing arm floats	A boy and a girl in swimsuits are wearing arm floats	y	4
The boy and the girl are not playing and wearing arm floats	A boy and a girl in swimsuits are wearing arm floats	y	3.6
A boy and a girl in swimsuits are wearing floats for their arms	The boy and the girl are playing and wearing arm floats	y	4
The boy and the girl are playing and wearing arm floats	A boy and a girl are naked	n	1.9
A woman in a yellow shirt is surfing on a pink surfboard	A woman in a pink shirt is surfing through yellow surfboards	y	3.5
The wave is being ridden by a surfer	A surfer is riding the wave	y	4.9
A surfer is falling off the wave	A woman in a yellow shirt is surfing on a pink surfboard	y	3.2
A woman in a pink shirt is surfing through yellow surfboards	A surfer is riding the wave	y	2.7
A surfer is riding the wave	A woman in a yellow shirt is surfing on a pink surfboard	y	3.6
Four people are standing on a low cement ledge	Four people are sitting on a low cement ledge	y	3.7
Some people are sitting on a low cement ledge	The group of people is sitting on a rocky ledge and a scenic view is behind them	y	3.6
Four people are standing on a low cement ledge	The group of people is sitting on a rocky ledge and a scenic view is behind them	n	2.4
Two girls are laughing breathlessly and other girls are watching them	Two girls are laughing and other girls are watching them	y	4.4
Two girls are laughing and other girls are watching them	The group of Asian girls are standing together	n	2.3
A bicyclist is holding a bike over his head in a group of people	A bike is being held over his head by a bicyclist in a group of people	y	4.6
A cold cyclist is celebrating	Something is being celebrated by a cold cyclist	y	4.6
A bicyclist is holding a bike over his head in a group of people	There is no cold cyclist celebrating	n	2.4
A cold cyclist is celebrating	A cyclist is being held over the heads of a group of people with the bike	y	3.6
A man is sitting on a boat in font of the sunset, near a flag	A man is on a ship in front of the sunset	y	3.8
There is no man on a boat in front of the sunset	A man is sitting on a boat in font of the sunset, near a flag	y	3.2
A man is sitting on a boat in font of the sunset, near a flag	A man is on a boat in front of the sunset	y	4
Some people at a drag race are looking at the flames that are coming out of the cars	People at a drag race are looking at the flames that are coming out of the cars	y	4.9
People at a drag race are looking at the flames that are coming out of the cars	People at a drag race are running away from the flames that are coming out of the cars	y	3.5
The crowd is watching two cars designed for racing that are leaving the starting line	The crowd is watching two racing cars that are leaving the starting line	y	4.7
People at a drag race are looking at the flames that are coming out of the cars	The crowd is not watching two racing cars that are leaving the starting line	y	3.6
The crowd is watching two racing cars that are leaving the starting line	Some people at a drag race are looking at the flames that are coming out of the cars	y	3.2
The crowd is watching two racing cars that are leaving the starting line	People at a drag race are looking at the flames that are coming out of the cars	y	3.3
Two dogs are cheerfully playing together on the grass	Two dogs are playing together on the grass	y	4.5
Two dogs are playing together on the grass	A big dog and a small white dog are walking past each other	y	3.1
A big dog and a small white dog are playing together	Two dogs are resting together in the grass	y	3.3
A big dog and a small white dog are playing together	Two dogs are playing together on the grass	y	4.1
A brown dog is jumping in the air	A brown dog is sitting down	n	2.5
A brown dog is jumping in the air	A healthy looking dog is lying on the ground	y	2.8
A dog, which is brown, is jumping in the air	A malnourished looking dog is standing on its hind legs and preparing to jump	y	3.4
A brown dog is jumping in the air	A malnourished looking dog is standing on its hind legs and preparing to jump	y	3.4
A policeman is sitting on a motorcycle	A policeman is getting off of a motorcycle	y	2.7
A policeman is sitting on a motorcycle	A motorcyclist is sitting by a police man	y	3.5
A policeman is getting off of a motorcycle	The cop is sitting on a police bike	y	3.3
The cop is sitting on a police bike	A motorcyclist is sitting by a police man	y	2.8
The cop is sitting on a police bicycle	A policeman is sitting on a motorcycle	y	4.2
A policeman is sitting on a motorcycle	The cop is not sitting on a police bike	y	3.4
Two women are wearing bikinis on the sandy beach	There are no women wearing bikinis on the sandy beach	y	4
Two women are wearing bikinis and walking on the sand	Two women are wearing bikinis and are walking on the sand	y	5
Two women are naked and are standing on the sand	Two women are wearing bikinis and are walking on the sand	y	3.4
Two women are wearing bikinis on the sandy beach	Two women are naked and are standing on the sand	y	3
Two women are wearing bikinis and are walking on the sand	Two women are wearing bikinis on the beach which is sandy	y	4.4
A dog is swimming in a lake and the sun is shining on him	The dog is swimming in a lake and the sun is shining on him	y	4.9
A dog is swimming in a lake and the sun is shining on him	There is no dog swimming in a lake with sunshine shining on him	y	3.5
A dog with a golden coat is swimming clumsily through the water	A dog with a golden coat is swimming through the water	y	4.3
A dog with a golden coat is walking out of the water	A dog with a golden coat is swimming through the water	y	3.9
A dog is swimming in a lake and the sun is shining on him	A dog with a golden coat is walking out of the water	y	3.4
The dog is swimming in a lake and the sun is shining on him	A dog with a golden coat is swimming through the water	y	3.9
A dog with a golden coat is swimming through the water	There is no dog swimming in a lake with sunshine shining on him	y	2.9
A dog with a golden coat is swimming through the water	A dog is swimming in a lake and the sun is shining on him	y	3.7
A dog, which has a black coat, is running in the grass and its tongue is hanging out	A black dog is running in the grass and its tongue is hanging out	y	4.8
A black dog is running in the grass and its tongue is hanging out	A black dog is hanging out in the grass and running with its tongue out	y	4.6
A black dog is running in the grass	A black dog is lying in the grass	y	3.4
A black dog is running in the grass and its tongue is hanging out	A dog, which is black, is running in the grass	y	4.3
A black dog is running in the grass and its tongue is hanging out	A black dog is lying in the grass	y	3.5
A dog, which has a black coat, is running in the grass and its tongue is hanging out	A black dog is running in the grass	y	4.4
A black dog is sitting in the grass and keeping its mouth closed	A black dog is running in the grass	y	3.4
The cheerleaders are not parading and are not wearing black, pink and white uniforms	The cheerleaders are parading and wearing black, pink and white uniforms	y	3.4
A large group of cheerleaders is walking in a parade	The cheerleaders are parading and wearing uniforms which are black, pink and white	y	3.5
A large group of cheerleaders is walking in a parade	The cheerleaders are parading and wearing black, pink and white uniforms	y	3.2
The man is sitting indoors	The man is sitting outside under a purple umbrella	y	2.6
The man is sitting outdoors under a purple umbrella	A shoeless woman is sitting on a blanket under a lavender umbrella	y	2.8
The man is sitting indoors	A shoeless woman is sitting on a blanket under a lavender umbrella	n	1.2
The woman is playing with two young boys at a park	A woman is standing near three children	n	2.5
A woman is standing near three children	A woman is playing with two young boys at a park	y	2.8
A tan dog is resting in the snow	A yellow dog is running on white snow on a sunny day	y	3
A tan dog is running through the snow	A yellow dog is stopping on white snow on a sunny day	y	2.765
A tan dog is running through the snow	A yellow dog is running on white snow on a sunny day	y	3.7
A girl is wearing jeans and a pink shirt and is cheerfully running	A girl is wearing jeans and a pink shirt and is running	y	4.4
A girl is wearing jeans and a pink shirt and is running	There is no girl wearing jeans and a pink shirt and running	y	4.2
A little boy in a pink shirt is running under a tree in the desert	The little girl in a pink shirt is running under a tree in the desert	y	4.1
A girl is wearing jeans and a pink shirt and is running	A little girl in a pink shirt is running under a tree in the desert	y	3.4
A girl is wearing jeans and a pink shirt and is cheerfully running	The little girl in a pink shirt is running under a tree in the desert	y	3.7
The little girl in a pink shirt is running under a tree in the desert	There is no girl wearing jeans and a pink shirt and running	n	2.5
A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	There is no white dog wearing a Christmas reindeer headband and playing with a brown dog in the grass	y	3.7
A white dog is wearing a Christmas reindeer headband and is playing with a dog with a brown coat in the grass	The white dog wearing reindeer ears is near a brown dog	y	4
There is no white dog wearing a Christmas reindeer headband and playing with a brown dog in the grass	The white dog wearing reindeer ears is near a brown dog	y	3.1
A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	The white dog is not wearing reindeer ears and isn't near a brown dog	y	3.4
There is no young boy riding a dirt bike through the mud	A young child is riding a bike on a rough dirt path	y	3.6
A child, who is young, is riding a bike on a rough dirt path	A young boy is riding a dirt bike through the mud	y	4
A young boy is riding a dirt bike through the mud	A young child is riding a bike on a rough dirt path	y	3.8
A woman in a red dress is playing an instrument	An instrument is being played by a woman in a red dress	y	4.9
A woman in a red dress is putting away an instrument	A woman in a red dress is playing an instrument	y	3.7
The woman in a red costume is leaning against a brick wall and playing an instrument	An instrument is being played by a woman in a red dress	y	3.8
The child is delightedly playing with toys outdoors	The child is playing with toys outdoors	y	4.7
The child is playing with toys outdoors	The child is playing with toys indoors	y	3.5
There is no young child wearing a white coat and playing a game	A young child is wearing a white coat and playing a game	y	4
The child is playing with toys outdoors	A child, who is young, is wearing a white coat and playing a game	y	3.3
A young gamer is playing with a child wearing a white coat	The child is playing with toys outdoors	y	2.9
A young child is wearing a white coat and playing a game	The child is playing with toys outdoors	y	2.8
The man is wearing a wetsuit and is riding a surfboard	The man is lying naked near a surfboard	y	2.9
A surfer is leaning on a surfboard	There is no surfer leaning on a surfboard	y	4.1
A surfer is leaning the surfboard against a wall	A surfer is leaning on a surfboard	y	3.5
The surfer is leaning on a surfboard	The man is wearing a wetsuit and is riding a surfboard	y	2.9
A surfer is leaning on a surfboard	The person is wearing a wetsuit and is riding a surfboard	y	2.985
The man is lying naked near a surfboard	A surfer is leaning on a surfboard	y	2.6
The people are walking on the road beside a beautiful waterfall	The people are walking on the road beside a waterfall, which is beautiful	y	4.9
The people are walking on the road beside a beautiful waterfall	The people are not walking on the road beside a beautiful waterfall	y	3
A waterfall is flowing into a shallow pool	The people are not walking on the road beside a beautiful waterfall	n	2
A waterfall is flowing out of a shallow pool	The people are walking on the road beside a beautiful waterfall	y	2.7
A sheepdog is dispersing a herd of sheep	A sheepdog is grouping a herd of sheep	y	4
The sheepdog is grouping a herd of sheep	A dog is herding a pack of white sheep on a dusty farm	y	4.2
A dog is herding a pack of white sheep on a dusty farm	A sheepdog is dispersing a herd of sheep	y	4.4
A sheepdog is grouping a herd of sheep	A dog is herding a group of white sheep on a dusty farm	y	3.8
A sheepdog is grouping a herd of sheep	A dog is herding a pack of white sheep on a dusty farm	y	4.1
A yellow palm is in front of a building and one dark skinned male is standing next to it	The dark skinned male is standing on one hand in front of a yellow building	y	3.2
A black man is break dancing on the pavement	A black man is walking on the pavement	y	3.3
The dark skinned male is standing on one hand in front of a yellow building	A black man is skillfully break dancing on the pavement	n	2.3
A black man is walking on the pavement	The dark skinned male is standing on one hand in front of a yellow building	y	2.8
A black man is break dancing on the pavement	A yellow palm is in front of a building and one dark skinned male is standing next to it	n	2
A black man is break dancing on the pavement	The dark skinned male is standing on one hand in front of a yellow building	y	3.9
A bike is being ridden by a person	A person is riding a bike	y	5
There is no person riding a bike	A person is riding a bike	y	3.7
A bike rider in a black and red uniform is standing on a dirt bike	A bike rider in a black and red uniform is jumping down off a dirt bike	y	3.9
A person is riding a bike	A black bike rider in a red bike uniform is standing in the dirt	y	2.7
A person is riding a bike	A bike rider in a black and red uniform is standing on a dirt bike	y	3.4
A man in a purple suit is standing by a purple case and is playing a guitar	There is no man in a purple suit standing by a purple case and playing a guitar	y	3.6
The guitar is being played by the man, who has the guitar case open for donations	The man is playing the guitar and has the guitar case open for donations	y	5
The man is playing the guitar and has the guitar case open for donations	The man is opening the guitar for donations and plays with the case	y	2.7
The guitar is being played by the man, who has the guitar case open for donations	A man in a purple suit is standing by a purple case and is playing a guitar	y	3.4
A man in a purple suit is standing by a purple case and is playing a guitar	The man is opening the guitar for donations and plays with the case	y	3.1
The man is playing the guitar and has the guitar case open for donations	There is no man in a purple suit standing by a purple case and playing a guitar	y	3.4
A man in a purple suit is standing by a purple case and is playing a guitar	The man is playing the guitar and has the guitar case open for donations	y	4.1
Two adults are sitting in the chairs and are watching the ocean	Some adults are sitting in the chairs and are watching the ocean	y	4.7
Nobody is sitting in the chairs and watching the ocean	Two adults are sitting in the chairs and are watching the ocean	y	4.1
A couple is sitting on a patio and is staring at the ocean	A couple is sitting on a patio and looking at the ocean	y	4.7
A couple is standing on a patio and looking at the sky	A couple is sitting on a patio and looking at the ocean	y	3.1
A couple is sitting on a patio and is staring at the ocean	Two adults are sitting in the chairs and are watching the ocean	y	3.5
A couple is standing on a patio and looking at the sky	Two adults are sitting in the chairs and are watching the ocean	n	2.3
A couple is sitting on a patio and looking at the ocean	Two adults are sitting in the chairs and are watching the ocean	y	3.5
A small boy in a shirt, which is yellow, is laughing on the beach	A small boy in a yellow shirt is laughing on the beach	y	5
A little boy is wearing a yellow tank top and is laughing	A little boy is topless and is serious	y	2.7
A small boy in a yellow shirt is laughing on the beach	The little boy is wearing a yellow tank top and is laughing	y	3.8
A small boy in a yellow shirt is laughing on the beach	A laughing boy is in a yellow tank and is wearing a top	y	3.1
A little boy is wearing a yellow tank top and is laughing	There is no small boy in a yellow shirt laughing on the beach	y	3.6
A little boy is wearing a yellow tank top and is laughing	A small boy in a yellow shirt is laughing on the beach	y	4.1
The orange rescue boat is rushing across the water	The rescue boat, which is orange, is rushing across the water	y	5
Two men are riding an orange raft on the beach	Two men are riding an orange raft on the shore	y	4.33
Two men are riding an orange raft on the shore	Two men are rafting near a rider in orange on the shore	y	3.6
The orange rescue boat is rushing across the water	Two men are riding an orange raft on the beach	y	3.4
The orange rescue boat is rushing across the water	Two men are rafting near a rider in orange on the shore	n	2.5
Two men are riding an orange raft on the shore	The rescue boat, which is orange, is rushing across the water	y	3.5
Two men are riding an orange raft on the shore	The orange rescue boat is not rushing across the water	y	3
The dog in the dyed red vest is running in the field	A dog with long hair and a red vest is running in the grass	y	4
A dog with long hair and a red vest is running in the grass	The dog in the red vest is not running in the field	y	3.9
A dog with really long hair and a red vest is running in the grass	The dog in the red vest is running in the field	y	4.3
The dog in the red vest is running in the field	A dog with long hair and a red vest is sitting in the grass	y	3.6
A dog with long hair and a red vest is running in the grass	The dog in the red vest is running in the field	y	4.3
The person is standing dangerously on white ice	The person is standing on white ice	y	4.3
The person is standing dangerously on white ice	A person is standing in a vast field of glacial ice	y	4
One person is standing in a vast field of glacial ice	The person is standing on white ice	y	4
The person is standing on white ice	There is no person standing in a vast field of glacial ice	y	3.6
A person is standing in a vast field of glacial ice	The person is standing on white ice	y	4.4
A blond boy is sliding down a dune of sand on a skateboard	A blond boy is sliding down a sand dune on a skateboard	y	4.9
A blond boy is walking up a sand dune with a skateboard	A blond boy is sliding down a sand dune on a skateboard	y	3.5
A blond boy is sliding down a sand dune on a skateboard	A woman is swiftly snowboarding down an incline and another woman is standing behind her	n	1.6
A blond boy is sliding down a dune of sand on a skateboard	A woman is snowboarding down an incline and another woman is standing behind her	n	1.9
A woman is snowboarding down an incline and another woman is standing behind her	A blond boy is walking up a sand dune with a skateboard	n	1.3
A woman is snowboarding down an incline and another woman is standing behind her	A blond boy is sliding down a sand dune on a skateboard	n	1.1
A man is putting down an electronic device	A man is holding up an electronic device	y	4.2
A man is putting down an electronic device	The man is taking a picture of himself and another guy	n	1.9
The man is taking a picture of himself and another guy	An electronic man is held as a device	n	1.9
A picture of himself and another guy is being taken by the man	A man is holding up an electronic device	n	2.2
A man is holding up an electronic device	The man is not taking a picture of himself and another guy	n	2.185
The man is taking a picture of himself and another guy	A man is holding up an electronic device	y	3.4
A little black dog is chasing a little brown dog	There is no little black dog chasing a little brown dog	y	4.2
A brown dog and a black dog are far from the grass	A brown dog and a black dog are in the grass	y	4.2
A dog, which is little and black, is chasing a little brown dog	A brown dog and a black dog are in the grass	y	4
A girl in a brown dress is being surrounded by children and is closing her eyes	Children are surrounding a girl in a brown dress who is closing her eyes	y	4.8
A girl in a brown dress is being surrounded by children and is closing her eyes	There is no girl in a brown dress being surrounded by children and closing her eyes	y	3.7
The sun is shining on the face of the girl who is in the dyed yellow dress	The sun is shining on the face of the girl who is in a yellow dress	y	4.8
The sun is not shining on the face of the girl who is in a yellow dress	The sun is shining on the face of the girl who is in a yellow dress	y	4.2
A girl in a brown dress is being surrounded by children and is closing her eyes	The sun is shining on the face of the girl who is in the dyed yellow dress	y	2.7
The sun is shining on the face of the girl who is in a yellow dress	Children are surrounding a girl in a brown dress who is closing her eyes	n	1.8
The sun is shining on the face of the girl who is in a yellow dress	There is no girl in a brown dress being surrounded by children and closing her eyes	n	2.1
The sun is shining on the face of the girl who is in a yellow dress	A girl is surrounding brown dressed children who are closing the eyes	n	1.9
The sun is shining on the face of the girl who is in a yellow dress	A girl in a brown dress is being surrounded by children and is closing her eyes	n	2.5
Women are wearing bunny ears and race numbers and are curiously pointing at something in the distance	Women are wearing bunny ears and race numbers and are pointing at something in the distance	y	4.7
A group of women are wearing pink bunny ears and are pointing to the right	Several women are wearing pink bunny ears and are pointing to the right	y	4.9
Several women are wearing pink bunny ears and are pointing to the right	The women are wearing something right and pointing at several bunny ears	y	3.3
Women are wearing bunny ears and race numbers and are pointing at something in the distance	The women are wearing something right and pointing at several bunny ears	y	2.915
Women are wearing bunny ears and race numbers and are curiously pointing at something in the distance	Several women are wearing pink bunny ears and are pointing to the right	y	3.8
The goal is being guarded by a hockey player in a yellow jersey	A hockey player in a yellow jersey is guarding the goal	y	4.9
A hockey player in a yellow jersey is guarding the goal	There is no hockey player in a yellow jersey guarding the goal	y	3.3
The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal	A hockey player in a yellow jersey is guarding the goal	y	4.535
The ice hockey goalkeeper is not wearing a yellow jersey and is not defending the goal	A hockey player in a yellow jersey is guarding the goal	y	4.1
There is no young child standing in front of some trees	A young child is standing in front of some trees	y	3.7
A young child is standing in front of some trees	A small boy is sitting in the forest	y	2.8
A small boy is standing in the forest	There is no young child standing in front of some trees	y	3.4
Two people are looking at a gold statue	Two people are ignoring the nearby gold statue	y	3.6
Two young men are sitting outside near a golden statue	Two people are looking at a gold statue	y	4
Two young men are playing outside near a golden statue	Two people are looking at a statue made of gold	y	3.6
Two young men are playing outside near a golden statue	Two people are ignoring the nearby gold statue	y	3.2
The bicyclist is speeding on a city street	The bicyclist is riding on a city street	y	3.9
There is no woman wearing a blue helmet and riding a bicycle in a parking lot	The bicyclist is riding on a city street	y	2.75
The bicyclist is riding on a city street	A woman is parking a blue bicycle and is wearing lots of riding helmets	n	2.4
A woman is wearing a blue helmet and is riding a bicycle in a parking lot	The bicyclist is not riding on a city street	y	3.3
A woman is wearing a blue helmet and is riding a bicycle in a parking lot	The bicyclist is riding on a city street	y	3.2
The tan dog is watching a brown dog that is swimming in a pond	A pet dog is standing on the bank and is looking at another dog, which is brown, in the pond	y	3.8
A pet dog is standing on the bank and is looking at another brown dog in the pond	The tan dog is watching a brown dog that is swimming in a pond	y	3.6
A young girl is dancing	A young girl is standing still	y	3
A young girl is standing challengingly on one leg	A young girl is standing on one leg	y	4.2
A young girl is standing on one leg	A young girl is standing on both legs	y	4
A bee is taking off from a yellow flower	A bee is clinging to a yellow flower	y	3.4
A small bee is landing on a bunch of yellow flowers	There is no small bee landing on a bunch of yellow flowers	y	3.7
A small bee is landing on a bunch of yellow flowers	A bee is clinging to a yellow flower	y	3.985
Some people are treading through the snow of the landscape which is beautiful and snowy	Some people are treading through the snow of the beautiful snowy landscape	y	5
Four people are walking across thick snow and the sun is setting	Some people are treading through the snow of the landscape which is beautiful and snowy	y	3.9
Four people are walking across thick snow and the sun is setting	Nobody is treading through the snow of the beautiful snowy landscape	y	3.3
The young boys are posing with a green soccer ball in a park	The young kids are posing with a green soccer ball in a park	y	4.2
The young boys are not posing with a green soccer ball in a park	The young boys are posing with a green soccer ball in a park	y	3.5
Four boys are kneeling next to each other in front of a ball	Some boys are kneeling next to each other in front of a ball	y	4.5
There are no boys kneeling next to each other in front of a ball	The young boys are posing with a green soccer ball in a park	y	2.9
A tan dog is resting near a brush	A tan dog is running through the brush	y	4
A white dog with beige spots is running through a field	A white dog with beige spots is speeding through a field	y	4.7
There is no white dog with beige spots running through a field	A white dog with beige spots is running through a field	y	3.6
A tan dog is running through the brush	A white dog with beige spots is speeding through a field	y	3.1
A white dog with beige spots is running through a field	A tan dog is resting near a brush	y	3.1
A white dog with beige spots is running through a field	A tan dog is running through the brush	y	3
A horse and its rider are leaping quickly over a barrier	A horse and its rider are leaping over a barrier	y	4.4
A horse and its rider are leaping over a barrier	A horse and its rider are not leaping over a barrier	y	3.8
A horse is leaping a hurdle and has a rider on its back	A horse with no rider is falling over a hurdle	y	2.8
A horse is leaping a hurdle and has a rider on its back	A horse and its rider are leaping quickly over a barrier	y	4.4
A horse and its rider are not leaping over a barrier	A horse is leaping a hurdle and has a rider on its back	y	4.6
A horse is leaping a hurdle and has a rider on its back	A horse and its rider are leaping over a barrier	y	4.6
Football players in red and white are jumping and hugging each other	There are no football players in red and white jumping and hugging each other	y	3.885
Two teammates are lifting a football player in a red and white uniform	A football player in a red and white uniform is being lifted by two teammates	y	4.9
A football player in a red and white uniform is being lifted by two teammates	A football player in a red and white uniform is being pulled down by two teammates	y	3.2
Football players in red and white are jumping and hugging each other	A football player in a red and white uniform is being pulled down by two teammates	y	3.8
Two teenage girls are wearing fancy dresses at an event	Two old ladies are wearing worn dresses at home	y	2.8
A woman in a white dress and a woman in a blue dress are standing on a stage	A woman in white clothing and a woman in a blue dress are standing on a stage	y	4.9
A woman in a white dress and a woman in a blue dress are standing beside a stage	A woman in a white dress and a woman in a blue dress are standing on a stage	y	4.1
A white woman is standing on a woman dressed in blue on a stage	A woman in a white dress and a woman in a blue dress are standing on a stage	y	3.7
Two teenage girls are wearing fancy dresses at an event	A woman in white clothing and a woman in a blue dress are standing on a stage	n	2.15
Two teenage girls are wearing fancy dresses at an event	A woman in a white dress and a woman in a blue dress are standing beside a stage	y	3.65
Two women with black hair are standing steadily in front of a plywood wall	Two women with black hair are standing in front of a plywood wall	y	4.565
There is no woman with black hair standing in front of a plywood wall	Two women with black hair are standing in front of a plywood wall	y	3.6
Two women with folded arms, who are young, are looking at the screen	Two young women with folded arms are looking at the screen	y	5
Two young women with folded arms are looking away from the screen	Two young women with folded arms are looking at the screen	y	3.7
Two women with black hair are standing steadily in front of a plywood wall	Two young women with folded arms are looking at the screen	n	2.5
Two young women with folded arms are looking at the screen	There is no woman with black hair standing in front of a plywood wall	n	2.1
Two young women with folded arms are looking at the screen	Two women with black hair are standing in front of a plywood wall	y	2.6
There is no classroom full of students looking in the same direction inside a bamboo structure	A classroom full of students is looking in the same direction inside a bamboo structure	y	3.6
A group of students in uniforms is ignoring the front of the class	A classroom full of students is looking in the same direction inside a bamboo structure	y	2.6
A group of students in uniforms is listening attentively at the front of the class	A classroom full of students is looking in the same direction inside a bamboo structure	y	2.8
A boy is jumping off a platform and two other boys are standing and watching	A boy is jumping on a platform and two other boys are sitting absentmindedly	y	4
Three boys are jumping off a platform	Some boys are jumping off a platform	y	4.8
Three boys are jumping off a platform	Nobody is jumping off a platform	y	3.8
